STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 00:53,FM-15,CLR:00,10.00,,30,-1.1,29,-1.7,27,-2.8,88,0,000,,29.36,,,30.14,0.00,30.12,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 01:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.5,25,-3.9,85,6,140,,29.36,,,30.14,0.00,30.12,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 02:53,FM-15,CLR:00,10.00,,27,-2.8,26,-3.4,24,-4.4,89,6,150,,29.35,6,,30.13,0.00,30.11,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 03:53,FM-15,CLR:00,10.00,,28,-2.2,27,-3.0,24,-4.4,85,7,140,,29.34,,,30.12,0.00,30.10,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 04:53,FM-15,CLR:00,10.00,,28,-2.2,27,-3.0,24,-4.4,85,7,140,,29.34,,,30.12,0.00,30.10,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 05:53,FM-15,CLR:00,10.00,,27,-2.8,26,-3.4,24,-4.4,89,5,150,,29.33,6,,30.11,0.00,30.09,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 06:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.5,25,-3.9,85,6,150,,29.33,,,30.11,0.00,30.09,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 07:53,FM-15,CLR:00,10.00,,30,-1.1,28,-2.1,25,-3.9,82,5,130,,29.33,,,30.11,0.00,30.09,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 08:53,FM-15,CLR:00,10.00,,33,0.6,30,-0.9,26,-3.3,75,6,140,,29.32,8,,30.10,0.00,30.08,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 09:53,FM-15,CLR:00,10.00,,35,1.7,32,0.0,27,-2.8,72,6,120,,29.31,,,30.09,0.00,30.07,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 10:53,FM-15,CLR:00,10.00,,40,4.4,36,2.0,29,-1.7,65,6,130,,29.29,,,30.07,0.00,30.05,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 11:53,FM-15,CLR:00,10.00,,47,8.3,38,3.6,26,-3.3,44,11,170,,29.25,8,,30.02,0.00,30.01,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 12:53,FM-15,CLR:00,10.00,,48,8.9,39,4.1,27,-2.8,44,3,170,,29.22,,,29.99,0.00,29.98,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 13:53,FM-15,CLR:00,10.00,,51,10.6,40,4.6,25,-3.9,36,9,190,,29.18,,,29.95,0.00,29.94,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 14:53,FM-15,CLR:00,10.00,,50,10.0,40,4.5,26,-3.3,39,5,230,,29.18,5,,29.96,0.00,29.94,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 15:53,FM-15,CLR:00,10.00,,51,10.6,40,4.6,25,-3.9,36,7,210,,29.19,,,29.96,0.00,29.95,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 16:53,FM-15,CLR:00,10.00,,46,7.8,38,3.3,26,-3.3,46,3,220,,29.19,,,29.97,0.00,29.95,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 17:53,FM-15,CLR:00,10.00,,44,6.7,37,2.9,27,-2.8,51,0,000,,29.21,3,,29.99,0.00,29.97,,,,,,,,,,0730,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 18:53,FM-15,BKN:07 100,10.00,,41,5.0,36,2.1,28,-2.2,60,0,000,,29.23,,,30.01,0.00,29.99,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 19:53,FM-15,CLR:00,10.00,,41,5.0,36,2.3,29,-1.7,62,5,170,,29.23,,,30.01,0.00,29.99,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 20:53,FM-15,CLR:00,10.00,,38,3.3,34,1.0,27,-2.8,65,3,170,,29.24,1,,30.01,0.00,30.00,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 21:53,FM-15,OVC:08 100,10.00,,38,3.3,34,1.2,28,-2.2,68,3,200,,29.25,,,30.03,0.00,30.01,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 22:53,FM-15,FEW:02 120,10.00,,36,2.2,33,0.5,28,-2.2,73,0,000,,29.25,,,30.03,0.00,30.01,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 23:53,FM-15,CLR:00,10.00,,34,1.1,31,-0.6,26,-3.3,73,0,000,,29.26,1,,30.03,0.00,30.02,52,27,40,13.7,,,,25,0,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,52,27,40,13.7,,,,25,0,0731,1632,,0.00,,,29.26,,4.5,20,190,15,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 00:53,FM-15,CLR:00,10.00,,30,-1.1,28,-2.1,25,-3.9,82,0,000,,29.26,,,30.03,0.00,30.02,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 01:53,FM-15,CLR:00,10.00,,31,-0.6,29,-1.8,25,-3.9,79,3,340,,29.27,,,30.04,0.00,30.03,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 02:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.5,25,-3.9,85,0,000,,29.28,3,,30.05,0.00,30.04,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 03:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.5,25,-3.9,85,0,000,,29.28,,,30.05,0.00,30.04,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 04:53,FM-15,CLR:00,10.00,,28,-2.2,27,-2.8,25,-3.9,88,0,000,,29.27,,,30.05,0.00,30.03,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 05:53,FM-15,CLR:00,10.00,,27,-2.8,26,-3.2,25,-3.9,92,0,000,,29.28,5,,30.06,0.00,30.04,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 06:53,FM-15,CLR:00,10.00,,26,-3.3,25,-3.7,24,-4.4,92,0,000,,29.29,,,30.06,0.00,30.05,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 07:53,FM-15,CLR:00,10.00,,26,-3.3,26,-3.5,25,-3.9,96,0,000,,29.31,,,30.09,0.00,30.07,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 08:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.1,27,-2.8,92,0,000,,29.32,3,,30.10,0.00,30.08,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 09:53,FM-15,CLR:00,10.00,,33,0.6,31,-0.5,28,-2.2,82,3,020,,29.34,,,30.11,0.00,30.10,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 10:53,FM-15,CLR:00,10.00,,38,3.3,33,0.8,26,-3.3,62,,,,29.35,,,30.12,0.00,30.11,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 11:53,FM-15,CLR:00,10.00,,42,5.6,36,2.1,26,-3.3,53,3,240,,29.33,0,,30.10,0.00,30.09,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 12:53,FM-15,CLR:00,10.00,,45,7.2,37,2.8,25,-3.9,46,5,270,,29.31,,,30.09,0.00,30.07,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 13:53,FM-15,CLR:00,10.00,,46,7.8,38,3.1,25,-3.9,44,3,230,,29.30,,,30.08,0.00,30.06,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 14:53,FM-15,CLR:00,10.00,,45,7.2,37,3.0,26,-3.3,48,5,230,,29.31,5,,30.08,0.00,30.07,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 15:53,FM-15,CLR:00,10.00,,45,7.2,37,3.0,26,-3.3,48,3,190,,29.31,,,30.09,0.00,30.07,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 16:53,FM-15,CLR:00,10.00,,38,3.3,33,0.6,25,-3.9,60,0,000,,29.33,,,30.11,0.00,30.09,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 17:53,FM-15,CLR:00,10.00,,35,1.7,32,-0.2,26,-3.3,70,0,000,,29.34,2,,30.12,0.00,30.10,,,,,,,,,,0731,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 18:53,FM-15,CLR:00,10.00,,32,0.0,30,-1.2,26,-3.3,79,0,000,,29.34,,,30.13,0.00,30.10,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 19:53,FM-15,CLR:00,10.00,,31,-0.6,29,-1.8,25,-3.9,79,0,000,,29.36,,,30.14,0.00,30.12,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 20:53,FM-15,CLR:00,10.00,,31,-0.6,29,-1.8,25,-3.9,79,0,000,,29.36,0,,30.14,0.00,30.12,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 21:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.5,25,-3.9,85,0,000,,29.35,,,30.13,0.00,30.11,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 22:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.3,26,-3.3,89,0,000,,29.35,,,30.13,0.00,30.11,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 23:53,FM-15,CLR:00,10.00,,30,-1.1,29,-1.9,26,-3.3,85,0,000,,29.35,6,,30.12,0.00,30.11,46,24,35,9.2,,,,30,0,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,46,24,35,9.2,,,,30,0,0732,1632,,0.00,,,29.32,,1.2,8,250,6,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 00:53,FM-15,FEW:02 95,10.00,,29,-1.7,28,-2.5,25,-3.9,85,3,130,,29.33,,,30.11,0.00,30.09,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 01:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.5,25,-3.9,85,5,150,,29.34,,,30.11,0.00,30.10,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 02:53,FM-15,FEW:02 95,10.00,,29,-1.7,28,-2.5,25,-3.9,85,0,000,,29.34,5,,30.12,0.00,30.10,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 03:53,FM-15,FEW:02 95,10.00,,30,-1.1,29,-1.9,26,-3.3,85,5,150,,29.32,,,30.10,0.00,30.08,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 04:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.3,26,-3.3,89,8,150,,29.30,,,30.08,0.00,30.06,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 05:53,FM-15,CLR:00,10.00,,29,-1.7,28,-2.3,26,-3.3,89,0,000,,29.29,6,,30.07,0.00,30.05,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 06:53,FM-15,CLR:00,10.00,,30,-1.1,29,-1.9,26,-3.3,85,9,150,,29.28,,,30.06,0.00,30.04,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 07:53,FM-15,CLR:00,10.00,,31,-0.6,29,-1.6,26,-3.3,82,7,150,,29.28,,,30.06,0.00,30.04,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 08:53,FM-15,CLR:00,10.00,,33,0.6,31,-0.7,27,-2.8,78,8,160,,29.26,8,,30.04,0.00,30.02,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 09:53,FM-15,CLR:00,10.00,,35,1.7,33,0.4,29,-1.7,78,7,150,,29.26,,,30.04,0.00,30.02,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 10:53,FM-15,CLR:00,10.00,,39,3.9,35,1.7,29,-1.7,67,9,140,,29.25,,,30.02,0.00,30.01,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 11:53,FM-15,FEW:02 120,10.00,,44,6.7,39,3.6,31,-0.6,60,6,140,,29.21,8,,29.99,0.00,29.97,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14927,ST PAUL DOWNTOWN AIRPORT MN US,213.4,44.93194,-93.05556,2017-12-03 12:53,FM-15,CLR:00,10.00,,47,8.3,41,4.7,32,0.0,56,8,160,,29.18,,,29.95,0.00,29.94,,,,,,,,,,0732,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
